AVERAGE_SPEED_DIFF,AVERAGE_FREE_F1_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_F1_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,SECOND,MINUTE,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN
0,52.3,0.0,69.6,0,13.0,1018.0,93.0,8.0,3.0,0,0,22,23,1,2019,3.0
4,48.6,58.5,76.2,2,1.0,1029.0,100.0,2.0,0.0,0,0,8,11,2,2019,3.0
4,39.6,97.8,88.2,2,12.0,1032.0,81.0,1.0,0.0,0,0,11,28,2,2019,7.0
0,45.3,0.0,85.1,0,20.0,1024.0,88.0,0.0,0.0,0,0,0,27,9,2018,3.0
4,38.9,139.7,72.8,2,14.0,1015.0,82.0,2.0,2.0,0,0,10,20,5,2019,10.0
3,37.0,54.8,90.6,2,28.0,1022.0,54.0,3.0,0.0,0,0,15,26,9,2018,3.0
2,37.9,37.7,88.8,2,21.0,1014.0,69.0,2.0,1.0,0,0,15,6,9,2018,6.0
0,40.3,0.0,67.8,0,16.0,1016.0,100.0,0.0,3.0,0,0,4,27,6,2019,3.0
3,38.8,115.8,80.8,2,14.0,1023.0,93.0,6.0,2.0,0,0,16,1,12,2018,3.0
0,44.4,0.0,82.6,0,2.0,1027.0,100.0,2.0,0.0,0,0,3,3,2,2019,3.0
0,42.6,0.0,71.7,0,7.0,1018.0,93.0,3.0,1.0,0,0,2,19,1,2019,3.0
1,47.3,9.1,83.1,0,12.0,1029.0,100.0,1.0,3.0,0,0,1,2,3,2019,3.0
2,36.9,35.8,83.3,2,13.0,1016.0,100.0,3.0,3.0,0,0,15,29,11,2018,3.0
1,43.1,6.6,77.9,0,14.0,1021.0,62.0,5.0,0.0,0,0,22,6,10,2018,7.0
2,44.9,5.8,82.0,1,11.0,1011.0,87.0,1.0,1.0,0,0,7,7,11,2018,3.0
1,40.8,8.3,81.9,1,21.0,1012.0,77.0,2.0,2.0,0,0,19,3,9,2018,7.0
0,35.5,5.4,75.0,0,7.0,1024.0,87.0,4.0,0.0,0,0,0,27,11,2018,3.0
3,36.0,53.3,75.4,2,19.0,1021.0,77.0,7.0,2.0,0,0,16,23,5,2019,5.0
3,34.4,63.2,91.6,2,22.0,1021.0,73.0,5.0,0.0,0,0,15,21,9,2018,3.0
3,36.4,44.8,79.5,2,14.0,1028.0,67.0,4.0,2.0,0,0,18,26,4,2019,3.0
0,40.9,4.9,85.1,0,11.0,1024.0,76.0,4.0,1.0,0,0,20,27,1,2019,3.0
0,41.9,0.0,87.0,0,11.0,1004.0,66.0,1.0,0.0,0,0,4,10,10,2018,7.0
3,39.4,142.4,78.9,0,14.0,1024.0,93.0,4.0,2.0,0,0,18,1,12,2018,3.0
4,45.6,114.7,86.2,2,16.0,1021.0,93.0,1.0,1.0,0,0,8,21,9,2018,3.0
3,40.7,49.3,75.1,0,16.0,1015.0,87.0,2.0,0.0,0,0,18,15,11,2018,7.0
0,37.3,0.9,67.6,0,10.0,1023.0,87.0,2.0,2.0,0,0,22,4,12,2018,5.0
1,43.1,15.1,80.3,2,30.0,1012.0,33.0,5.0,0.0,0,0,18,1,9,2018,3.0
0,42.1,0.0,76.0,0,8.0,1021.0,66.0,1.0,0.0,0,0,5,11,12,2018,3.0
0,40.6,0.0,83.4,0,16.0,1017.0,93.0,1.0,0.0,0,0,23,13,8,2018,7.0
2,38.5,36.4,91.7,2,23.0,1021.0,57.0,5.0,1.0,0,0,16,10,9,2018,3.0
0,40.1,1.8,84.7,0,21.0,1014.0,83.0,0.0,0.0,0,0,2,3,8,2018,3.0
0,41.5,0.0,84.4,0,14.0,1018.0,100.0,0.0,1.0,0,0,1,29,7,2018,3.0
0,44.7,0.0,85.7,0,15.0,1021.0,44.0,3.0,0.0,0,0,1,3,10,2018,3.0
0,41.8,0.0,73.3,0,14.0,1010.0,93.0,6.0,3.0,0,0,5,15,4,2019,3.0
4,44.2,139.5,87.6,2,20.0,1022.0,64.0,6.0,1.0,0,0,11,9,8,2018,10.0
1,40.4,5.2,87.4,2,26.0,1018.0,31.0,4.0,0.0,0,0,10,19,8,2018,3.0
2,33.8,34.6,98.7,2,25.0,1015.0,78.0,2.0,2.0,0,0,14,24,7,2019,3.0
2,40.6,34.5,83.4,2,20.0,1014.0,73.0,1.0,3.0,0,0,13,20,9,2019,3.0
2,39.4,38.1,89.1,2,35.0,1016.0,46.0,1.0,0.0,0,0,14,3,8,2018,3.0
2,42.2,24.4,75.1,2,19.0,1015.0,94.0,7.0,3.0,0,0,9,9,8,2019,3.0
0,38.0,6.6,76.2,0,12.0,1029.0,93.0,1.0,3.0,0,0,5,7,12,2018,3.0
3,39.5,143.9,87.2,2,23.0,1012.0,88.0,10.0,3.0,0,0,15,8,8,2019,3.0
3,42.4,59.3,86.1,1,23.0,1020.0,33.0,1.0,0.0,0,0,18,2,10,2018,3.0
3,34.1,76.8,92.7,2,21.0,1016.0,64.0,5.0,0.0,0,0,17,16,8,2018,7.0
3,34.4,69.7,80.4,2,23.0,1014.0,50.0,5.0,0.0,0,0,17,20,4,2019,3.0
0,48.1,1.7,84.0,0,19.0,1017.0,77.0,3.0,0.0,0,0,0,13,10,2018,3.0
2,34.6,22.5,77.4,2,20.0,1018.0,49.0,3.0,0.0,0,0,10,20,4,2019,3.0
0,41.0,0.0,88.2,2,9.0,1019.0,87.0,2.0,1.0,0,0,9,20,1,2019,3.0
2,38.8,23.6,79.8,2,21.0,1018.0,77.0,4.0,2.0,0,0,13,27,6,2019,3.0
0,45.7,0.0,74.9,0,15.0,1023.0,100.0,0.0,0.0,0,0,0,23,9,2018,3.0
2,34.2,50.2,96.6,2,21.0,1015.0,88.0,2.0,2.0,0,0,10,24,7,2019,3.0
4,44.7,55.9,59.3,0,16.0,1017.0,93.0,2.0,2.0,0,0,21,19,6,2019,7.0
0,39.4,0.0,89.0,0,10.0,1028.0,66.0,5.0,0.0,0,0,6,24,2,2019,4.0
3,37.0,74.2,90.6,2,20.0,1009.0,82.0,2.0,3.0,0,0,17,13,10,2018,7.0
0,42.1,0.0,75.5,0,8.0,1018.0,87.0,3.0,3.0,0,0,6,16,1,2019,3.0
2,34.3,14.1,96.1,2,20.0,1016.0,83.0,3.0,2.0,0,0,19,25,7,2019,3.0
2,39.9,6.7,84.2,0,19.0,1014.0,93.0,2.0,2.0,0,0,21,24,7,2019,3.0
2,37.4,24.6,86.4,2,22.0,1019.0,73.0,4.0,2.0,0,0,12,31,7,2018,3.0
0,41.4,0.0,76.3,0,15.0,1017.0,87.0,3.0,3.0,0,0,21,5,5,2019,5.0
2,39.2,22.3,91.6,2,21.0,1017.0,72.0,5.0,0.0,0,0,18,28,7,2018,3.0
2,37.4,34.0,85.0,2,22.0,1023.0,43.0,3.0,0.0,0,0,15,24,10,2018,3.0
2,40.8,42.3,80.9,2,21.0,1020.0,94.0,3.0,3.0,0,0,15,24,9,2019,3.0
3,35.9,101.2,85.8,2,22.0,1015.0,88.0,3.0,3.0,0,0,15,8,7,2019,7.0
0,47.3,0.0,72.6,0,14.0,1017.0,100.0,1.0,3.0,0,0,1,20,6,2019,3.0
0,43.8,0.0,85.4,0,20.0,1018.0,68.0,1.0,0.0,0,0,21,25,9,2018,7.0
0,36.5,0.9,67.1,0,17.0,1018.0,63.0,3.0,0.0,0,0,1,20,4,2019,4.0
1,40.8,25.7,72.3,0,12.0,1011.0,87.0,1.0,0.0,0,0,6,1,4,2019,3.0
0,39.2,4.0,89.9,0,12.0,1020.0,100.0,6.0,3.0,0,0,22,9,2,2019,3.0
4,45.9,95.2,80.9,2,12.0,1014.0,82.0,1.0,3.0,0,0,9,7,11,2018,7.0
0,46.8,0.0,83.8,0,8.0,1025.0,66.0,5.0,0.0,0,0,3,14,2,2019,4.0
1,42.9,5.7,88.3,0,15.0,1020.0,100.0,1.0,1.0,0,0,5,29,8,2018,3.0
1,33.6,8.7,72.6,2,19.0,1018.0,82.0,5.0,3.0,0,0,11,29,6,2019,3.0
0,37.1,1.2,89.6,0,13.0,1016.0,50.0,4.0,0.0,0,0,6,8,10,2018,3.0
0,36.8,5.1,89.1,0,10.0,1022.0,87.0,0.0,0.0,0,0,21,16,2,2019,3.0
0,42.6,0.0,89.2,0,17.0,1013.0,93.0,1.0,0.0,0,0,4,2,8,2018,7.0
1,45.7,2.3,84.3,0,11.0,997.0,93.0,3.0,2.0,0,0,4,30,10,2018,7.0
2,39.3,33.8,84.9,2,22.0,1015.0,78.0,1.0,2.0,0,0,18,13,7,2019,7.0
1,32.4,11.8,80.2,2,15.0,1024.0,77.0,3.0,2.0,0,0,13,30,11,2018,3.0
0,40.4,1.3,83.2,0,18.0,1024.0,93.0,0.0,0.0,0,0,3,27,9,2018,3.0
1,41.6,9.1,85.3,2,13.0,1016.0,93.0,1.0,0.0,0,0,8,31,8,2018,3.0
1,37.8,20.3,87.8,2,20.0,1021.0,77.0,3.0,0.0,0,0,12,28,9,2018,3.0
3,35.1,54.3,86.9,2,23.0,1016.0,73.0,3.0,3.0,0,0,15,4,7,2019,3.0
0,43.6,4.1,78.6,0,18.0,1020.0,100.0,1.0,4.0,0,0,22,29,9,2019,3.0
2,37.1,17.0,90.1,0,17.0,1016.0,93.0,0.0,0.0,0,0,20,29,9,2018,3.0
3,37.4,51.2,88.2,2,16.0,1025.0,87.0,2.0,2.0,0,0,15,2,11,2018,3.0
0,40.0,0.7,87.9,0,15.0,1021.0,100.0,0.0,0.0,0,0,3,24,9,2018,3.0
0,41.6,0.0,76.1,0,11.0,1017.0,87.0,0.0,0.0,0,0,0,2,4,2019,3.0
1,32.7,10.6,86.9,2,10.0,1033.0,93.0,1.0,0.0,0,0,11,8,12,2018,8.0
0,39.2,0.0,92.1,0,14.0,1028.0,76.0,4.0,0.0,0,0,0,23,2,2019,3.0
4,45.3,66.8,87.4,0,17.0,1019.0,88.0,3.0,0.0,0,0,19,28,9,2018,7.0
1,51.1,3.8,70.2,0,17.0,1020.0,93.0,5.0,2.0,0,0,21,23,9,2019,3.0
4,44.2,52.9,63.2,1,11.0,1019.0,100.0,3.0,3.0,0,0,8,29,1,2019,7.0
0,47.8,0.0,73.0,0,9.0,1028.0,66.0,5.0,0.0,0,0,6,10,12,2018,3.0
3,37.0,48.3,91.2,2,22.0,1016.0,77.0,3.0,1.0,0,0,18,6,8,2018,3.0
3,40.6,54.1,75.2,2,16.0,1031.0,87.0,1.0,1.0,0,0,12,6,12,2018,3.0
2,38.3,11.7,87.3,2,15.0,1013.0,100.0,1.0,2.0,0,0,6,4,7,2019,3.0
2,38.7,18.1,96.8,2,15.0,1027.0,82.0,3.0,3.0,0,0,14,1,3,2019,3.0
3,34.4,52.9,91.6,2,30.0,1016.0,31.0,3.0,0.0,0,0,15,20,8,2018,3.0
0,45.8,1.5,87.0,0,13.0,1010.0,87.0,4.0,2.0,0,0,3,14,10,2018,3.0
0,44.7,1.7,85.7,0,17.0,1015.0,72.0,6.0,0.0,0,0,0,12,10,2018,3.0
2,38.5,19.3,90.5,2,23.0,1014.0,44.0,3.0,0.0,0,0,13,19,10,2018,3.0
3,38.4,38.8,81.0,2,21.0,1013.0,64.0,2.0,0.0,0,0,16,16,11,2018,3.0
2,33.4,25.2,81.4,1,22.0,1013.0,56.0,3.0,0.0,0,0,19,20,4,2019,3.0
1,37.7,9.1,65.7,0,16.0,1013.0,82.0,2.0,3.0,0,0,4,4,6,2019,3.0
0,35.9,5.3,89.2,0,5.0,1030.0,100.0,1.0,0.0,0,0,0,5,2,2019,3.0
0,44.9,1.9,76.2,0,17.0,1018.0,77.0,1.0,0.0,0,0,1,21,10,2018,3.0
0,37.4,4.5,93.0,2,9.0,1021.0,81.0,2.0,1.0,0,0,9,17,2,2019,3.0
0,44.5,0.0,66.1,0,13.0,1015.0,100.0,0.0,2.0,0,0,4,22,6,2019,3.0
3,45.9,44.6,86.5,2,22.0,1019.0,83.0,3.0,3.0,0,0,17,30,7,2018,3.0
1,37.8,5.7,79.2,0,12.0,1008.0,93.0,5.0,2.0,0,0,22,17,4,2019,3.0
0,44.6,1.5,87.0,0,12.0,1014.0,100.0,0.0,0.0,0,0,6,26,8,2018,3.0
2,44.0,29.1,85.5,2,22.0,1026.0,43.0,3.0,0.0,0,0,10,24,10,2018,3.0
3,43.0,60.3,78.3,2,21.0,1015.0,82.0,2.0,3.0,0,0,17,8,7,2019,7.0
4,42.5,79.7,73.8,1,17.0,1019.0,59.0,1.0,0.0,0,0,19,29,3,2019,7.0
3,44.6,44.0,86.5,0,21.0,1018.0,82.0,7.0,3.0,0,0,19,12,10,2018,7.0
0,44.0,0.0,81.4,0,20.0,1012.0,64.0,2.0,0.0,0,0,1,8,9,2018,3.0
2,40.7,13.9,69.9,2,15.0,1014.0,93.0,2.0,2.0,0,0,6,26,6,2019,3.0
4,39.7,96.3,76.1,2,15.0,1013.0,77.0,2.0,2.0,0,0,18,18,4,2019,7.0
0,34.2,1.9,84.8,0,6.0,1028.0,100.0,1.0,1.0,0,0,23,5,2,2019,3.0
2,35.7,18.7,78.2,2,19.0,1017.0,88.0,2.0,2.0,0,0,19,19,6,2019,3.0
0,45.9,0.0,83.0,0,9.0,1020.0,81.0,5.0,0.0,0,0,6,14,11,2018,3.0
2,43.0,28.9,86.4,2,20.0,1014.0,60.0,5.0,0.0,0,0,17,26,8,2018,3.0
2,31.9,30.4,86.7,2,18.0,1028.0,56.0,2.0,0.0,0,0,15,25,2,2019,3.0
4,44.0,114.2,85.5,2,21.0,1026.0,69.0,1.0,0.0,0,0,9,27,9,2018,7.0
3,40.0,22.2,89.6,2,19.0,1021.0,73.0,1.0,0.0,0,0,9,11,9,2018,3.0
0,38.6,4.9,71.2,0,14.0,1015.0,71.0,6.0,2.0,0,0,20,16,5,2019,5.0
2,33.0,30.8,99.3,2,15.0,1018.0,62.0,5.0,1.0,0,0,15,17,2,2019,3.0
0,42.0,0.0,76.6,0,9.0,1019.0,93.0,1.0,2.0,0,0,1,16,1,2019,3.0
0,45.6,0.0,86.2,0,15.0,1013.0,93.0,0.0,0.0,0,0,3,27,8,2018,6.0
2,34.9,54.7,92.2,2,11.0,1029.0,57.0,3.0,0.0,0,0,17,3,2,2019,3.0
2,39.0,36.4,83.3,2,13.0,1024.0,54.0,3.0,1.0,0,0,15,21,1,2019,3.0
0,41.8,0.0,83.0,0,10.0,1015.0,82.0,1.0,3.0,0,0,5,21,5,2019,3.0
2,37.0,15.5,70.8,2,16.0,1014.0,93.0,5.0,2.0,0,0,9,24,6,2019,3.0
3,42.4,128.7,86.1,0,15.0,1016.0,82.0,0.0,3.0,0,0,18,25,10,2018,7.0
3,35.5,66.9,83.7,0,19.0,1006.0,59.0,4.0,0.0,0,0,17,17,11,2018,7.0
0,37.5,2.7,66.0,0,14.0,1017.0,100.0,1.0,3.0,0,0,1,22,6,2019,3.0
1,37.1,9.6,87.4,0,9.0,1022.0,87.0,3.0,2.0,0,0,23,16,2,2019,3.0
0,44.3,0.0,68.3,0,7.0,1015.0,87.0,3.0,0.0,0,0,5,3,4,2019,3.0
3,34.5,58.5,93.8,0,11.0,1007.0,93.0,2.0,1.0,0,0,18,31,10,2018,7.0
2,41.9,24.8,86.6,2,22.0,1018.0,57.0,4.0,0.0,0,0,17,30,8,2018,3.0
1,39.2,23.1,95.8,0,16.0,1028.0,67.0,2.0,0.0,0,0,19,24,2,2019,3.0
2,33.6,34.8,88.6,2,23.0,1016.0,78.0,4.0,2.0,0,0,16,6,7,2019,6.0
0,43.1,0.0,87.3,0,16.0,1021.0,100.0,0.0,0.0,0,0,21,12,9,2018,3.0
0,40.1,0.0,99.4,0,0.0,1028.0,100.0,1.0,0.0,0,0,7,3,2,2019,3.0
0,43.2,0.0,74.6,0,18.0,1022.0,93.0,5.0,3.0,0,0,22,19,9,2018,3.0
4,45.3,69.3,83.3,2,21.0,1018.0,77.0,2.0,0.0,0,0,17,13,9,2018,7.0
0,41.9,5.0,87.0,0,16.0,1020.0,88.0,0.0,0.0,0,0,2,11,9,2018,3.0
3,38.8,56.9,73.9,2,17.0,1017.0,72.0,4.0,2.0,0,0,16,14,6,2019,3.0
0,44.5,1.4,81.3,0,17.0,1021.0,50.0,4.0,0.0,0,0,2,3,10,2018,3.0
2,42.4,3.5,61.8,2,15.0,1021.0,82.0,2.0,2.0,0,0,9,9,6,2019,3.0
4,48.6,46.8,77.8,0,15.0,1013.0,77.0,3.0,2.0,0,0,19,16,11,2018,7.0
3,31.1,162.2,99.3,2,15.0,1020.0,87.0,10.0,3.0,0,0,17,3,3,2019,3.0
1,44.1,6.2,78.3,2,17.0,1014.0,100.0,1.0,3.0,0,0,6,17,7,2019,3.0
2,37.2,28.7,85.8,2,18.0,1022.0,64.0,3.0,0.0,0,0,10,22,10,2018,3.0
0,41.9,0.0,74.9,0,10.0,1024.0,100.0,0.0,3.0,0,0,0,12,12,2018,3.0
2,36.2,33.3,90.2,2,25.0,1016.0,73.0,4.0,2.0,0,0,14,14,7,2019,3.0
0,39.2,0.0,91.7,0,11.0,1031.0,93.0,0.0,0.0,0,0,21,27,2,2019,3.0
0,39.3,0.0,90.8,0,9.0,1026.0,76.0,1.0,0.0,0,0,22,13,2,2019,3.0
1,34.8,11.9,79.6,0,17.0,1017.0,100.0,1.0,2.0,0,0,0,6,7,2019,3.0
1,41.7,14.6,93.9,0,19.0,1019.0,93.0,2.0,2.0,0,0,20,9,8,2019,3.0
2,33.8,18.5,73.3,2,17.0,1016.0,82.0,3.0,2.0,0,0,11,17,6,2019,3.0
1,36.1,8.9,90.3,2,12.0,1019.0,82.0,3.0,0.0,0,0,8,13,4,2019,3.0
0,37.9,1.7,64.1,1,17.0,1017.0,88.0,3.0,2.0,0,0,20,20,6,2019,3.0
1,38.2,11.7,88.9,0,18.0,1015.0,64.0,4.0,0.0,0,0,22,19,10,2018,7.0
3,42.0,124.0,83.7,2,19.0,1020.0,93.0,3.0,3.0,0,0,18,24,9,2019,3.0
0,43.6,1.1,66.5,0,12.0,1010.0,93.0,3.0,1.0,0,0,3,25,11,2018,7.0
3,40.9,55.9,87.3,0,20.0,1008.0,82.0,1.0,3.0,0,0,18,13,10,2018,7.0
3,33.1,50.9,81.2,2,24.0,1017.0,44.0,2.0,0.0,0,0,12,20,4,2019,3.0
1,36.4,4.8,87.6,0,10.0,1031.0,93.0,1.0,0.0,0,0,22,27,2,2019,3.0
4,43.0,97.5,69.7,2,13.0,1017.0,71.0,5.0,2.0,0,0,8,17,5,2019,4.0
3,41.3,53.4,82.2,2,25.0,1020.0,93.0,2.0,3.0,0,0,14,30,8,2019,3.0
2,41.5,24.4,88.5,2,23.0,1012.0,64.0,3.0,0.0,0,0,18,2,9,2018,3.0
1,41.5,18.3,75.4,2,21.0,1016.0,42.0,3.0,2.0,0,0,15,30,3,2019,3.0
0,39.0,0.0,69.4,0,15.0,1012.0,93.0,4.0,3.0,0,0,1,15,4,2019,3.0
1,43.0,0.9,85.8,0,14.0,1016.0,93.0,0.0,3.0,0,0,4,28,7,2018,3.0
1,39.3,3.7,88.5,0,4.0,1029.0,100.0,1.0,0.0,0,0,3,5,2,2019,3.0
1,37.3,7.2,77.8,2,11.0,1025.0,87.0,3.0,3.0,0,0,10,1,12,2018,3.0
3,37.3,54.5,92.7,2,25.0,1015.0,78.0,2.0,2.0,0,0,15,24,7,2019,3.0
0,46.1,0.0,79.4,0,12.0,1013.0,71.0,3.0,0.0,0,0,0,9,10,2018,3.0
3,37.0,77.5,93.4,0,16.0,1029.0,62.0,2.0,0.0,0,0,19,23,2,2019,7.0
2,41.1,19.5,77.5,2,20.0,1019.0,82.0,7.0,2.0,0,0,18,30,6,2019,3.0
0,35.4,4.3,98.4,0,11.0,1026.0,93.0,0.0,2.0,0,0,21,2,3,2019,3.0
3,38.3,68.7,85.0,0,17.0,1013.0,93.0,0.0,2.0,0,0,21,23,6,2019,7.0
2,40.2,24.2,49.1,0,16.0,1014.0,100.0,1.0,3.0,0,0,1,24,6,2019,7.0
2,36.5,27.2,69.6,2,23.0,1018.0,73.0,3.0,2.0,0,0,14,27,6,2019,3.0
0,44.3,0.0,81.3,0,17.0,1015.0,93.0,1.0,2.0,0,0,23,5,9,2018,7.0
2,37.1,27.5,90.1,2,20.0,1004.0,77.0,6.0,0.0,0,0,15,10,10,2018,3.0
0,36.5,2.7,103.2,0,9.0,1024.0,81.0,1.0,0.0,0,0,23,15,2,2019,3.0
3,42.1,30.0,88.2,2,26.0,1015.0,39.0,4.0,0.0,0,0,16,31,8,2018,3.0
2,37.1,25.4,89.6,2,27.0,1026.0,54.0,2.0,0.0,0,0,13,27,9,2018,3.0
3,37.1,112.6,90.2,2,13.0,1024.0,71.0,5.0,1.0,0,0,16,10,2,2019,7.0
2,38.0,18.6,88.3,1,20.0,1014.0,93.0,2.0,2.0,0,0,20,24,7,2019,3.0
3,42.9,39.5,87.9,1,16.0,1026.0,48.0,2.0,0.0,0,0,18,13,2,2019,3.0
2,34.4,18.3,78.3,2,21.0,1018.0,82.0,4.0,2.0,0,0,13,22,5,2019,3.0
2,41.2,7.0,84.3,0,13.0,1020.0,87.0,6.0,4.0,0,0,20,9,2,2019,3.0
4,44.0,161.0,85.5,1,19.0,1016.0,77.0,8.0,3.0,0,0,7,12,10,2018,3.0
3,40.1,53.9,80.7,2,20.0,1018.0,93.0,0.0,4.0,0,0,11,27,8,2019,3.0
1,49.2,1.0,63.5,0,12.0,1015.0,93.0,1.0,2.0,0,0,1,9,5,2019,3.0
2,37.1,21.0,90.2,2,23.0,1015.0,57.0,4.0,0.0,0,0,14,1,8,2018,3.0
0,40.9,5.2,93.1,0,15.0,1019.0,100.0,0.0,1.0,0,0,20,16,10,2018,3.0
3,43.7,30.5,78.7,0,14.0,1002.0,82.0,2.0,3.0,0,0,17,20,11,2018,7.0
0,33.1,1.9,79.3,0,12.0,1016.0,82.0,2.0,0.0,0,0,0,16,11,2018,3.0
2,41.3,45.0,85.1,2,26.0,1016.0,83.0,4.0,2.0,0,0,16,17,8,2019,3.0
3,40.0,51.7,75.1,2,17.0,1021.0,63.0,3.0,2.0,0,0,14,7,6,2019,3.0
1,44.4,8.3,75.3,0,10.0,1004.0,71.0,5.0,2.0,0,0,0,25,4,2019,4.0
0,42.4,0.0,88.7,0,15.0,1021.0,50.0,4.0,0.0,0,0,3,3,10,2018,3.0
2,38.7,64.9,89.1,2,19.0,1017.0,88.0,1.0,3.0,0,0,12,19,9,2019,3.0
1,50.5,0.7,69.6,0,15.0,1017.0,100.0,0.0,2.0,0,0,23,19,6,2019,3.0
1,37.6,7.5,92.5,0,8.0,1025.0,100.0,1.0,3.0,0,0,21,7,2,2019,3.0
4,43.1,126.6,68.8,2,15.0,1015.0,82.0,1.0,2.0,0,0,9,14,6,2019,3.0
1,42.8,8.8,82.0,2,19.0,1017.0,82.0,3.0,0.0,0,0,12,29,9,2018,3.0
2,40.4,36.8,87.4,2,19.0,1018.0,49.0,4.0,0.0,0,0,16,7,10,2018,3.0
1,34.1,11.9,75.2,2,17.0,1017.0,93.0,5.0,3.0,0,0,13,14,4,2019,3.0
0,42.7,0.0,87.5,0,17.0,1016.0,88.0,3.0,0.0,0,0,1,15,8,2018,3.0
2,34.4,42.1,86.3,0,13.0,1024.0,87.0,6.0,3.0,0,0,23,1,12,2018,6.0
0,41.6,0.0,75.2,0,14.0,1014.0,62.0,7.0,3.0,0,0,2,26,11,2018,3.0
2,34.6,74.8,93.4,2,22.0,1014.0,78.0,5.0,2.0,0,0,17,13,7,2019,7.0
4,46.5,46.3,64.8,1,11.0,1024.0,87.0,4.0,3.0,0,0,8,28,1,2019,7.0
1,43.8,11.4,75.1,0,9.0,996.0,76.0,3.0,2.0,0,0,2,23,4,2019,3.0
2,35.1,18.8,100.1,2,16.0,1026.0,45.0,1.0,0.0,0,0,13,15,2,2019,3.0
3,40.0,59.1,88.3,2,22.0,1018.0,57.0,4.0,0.0,0,0,15,30,8,2018,3.0
0,44.7,4.6,83.2,0,10.0,1011.0,66.0,4.0,1.0,0,0,20,27,10,2018,7.0
0,38.8,0.0,71.0,0,12.0,1013.0,93.0,1.0,0.0,0,0,4,19,4,2019,3.0
2,43.8,22.7,80.6,0,13.0,1023.0,82.0,5.0,0.0,0,0,20,13,11,2018,7.0
3,41.7,62.4,74.6,2,16.0,1019.0,77.0,2.0,0.0,0,0,17,12,4,2019,3.0
0,37.2,0.0,93.6,0,10.0,1027.0,81.0,4.0,0.0,0,0,0,22,2,2019,3.0
0,41.3,5.0,92.5,2,22.0,1017.0,31.0,5.0,0.0,0,0,8,19,8,2018,3.0
0,39.4,3.6,89.1,0,23.0,1015.0,73.0,0.0,0.0,0,0,0,3,8,2018,3.0
1,37.3,17.3,90.3,2,30.0,1013.0,33.0,4.0,0.0,0,0,16,1,9,2018,3.0
3,39.4,142.7,89.1,2,19.0,1018.0,88.0,2.0,3.0,0,0,15,12,8,2018,3.0
0,44.2,2.3,86.2,0,9.0,1005.0,93.0,1.0,1.0,0,0,3,31,10,2018,7.0
3,32.4,179.9,98.3,2,19.0,1027.0,52.0,2.0,0.0,0,0,17,24,2,2019,3.0
0,38.0,1.8,73.4,0,7.0,1020.0,100.0,1.0,0.0,0,0,22,25,1,2019,3.0
2,34.8,108.7,95.7,1,14.0,1020.0,93.0,9.0,3.0,0,0,18,3,3,2019,3.0
1,41.5,15.8,78.5,0,17.0,1018.0,93.0,4.0,2.0,0,0,23,24,8,2019,3.0
0,39.2,0.0,90.9,0,9.0,1020.0,76.0,4.0,1.0,0,0,6,17,2,2019,3.0
2,37.1,21.8,89.9,2,18.0,1018.0,68.0,3.0,0.0,0,0,10,25,8,2018,3.0
2,38.2,46.3,88.4,2,20.0,1021.0,77.0,5.0,0.0,0,0,18,19,9,2018,3.0
0,47.7,0.0,72.4,0,10.0,1016.0,81.0,6.0,2.0,0,0,4,20,1,2019,4.0
0,44.7,0.0,85.7,0,18.0,1014.0,64.0,6.0,0.0,0,0,5,13,10,2018,3.0
2,44.6,32.0,75.0,2,25.0,1018.0,77.0,6.0,2.0,0,0,15,24,8,2019,3.0
3,41.6,35.8,83.5,2,6.0,1018.0,86.0,2.0,1.0,0,0,10,2,2,2019,3.0
0,48.4,0.0,80.4,0,18.0,1016.0,60.0,3.0,0.0,0,0,1,20,10,2018,3.0
3,40.6,106.5,90.0,2,21.0,1018.0,73.0,6.0,0.0,0,0,16,13,8,2018,7.0
0,36.9,5.8,87.7,0,2.0,1031.0,86.0,2.0,0.0,0,0,2,4,2,2019,3.0
0,41.5,0.0,74.9,2,13.0,1018.0,62.0,0.0,0.0,0,0,9,30,3,2019,4.0
2,39.4,27.4,89.8,2,18.0,1017.0,93.0,1.0,4.0,0,0,10,16,8,2018,3.0
2,33.7,13.1,76.6,2,15.0,1014.0,93.0,5.0,3.0,0,0,12,8,5,2019,3.0
2,37.7,37.7,87.8,2,13.0,1008.0,82.0,4.0,1.0,0,0,16,5,11,2018,6.0
1,42.5,14.1,83.8,2,30.0,1012.0,33.0,5.0,0.0,0,0,17,1,9,2018,3.0
0,42.2,0.0,81.8,0,9.0,1017.0,87.0,3.0,1.0,0,0,22,7,11,2018,7.0
0,37.8,0.0,54.6,1,14.0,1014.0,100.0,1.0,2.0,0,0,7,22,9,2019,3.0
2,31.9,77.6,82.9,2,13.0,1021.0,58.0,5.0,1.0,0,0,16,17,1,2019,7.0
2,44.3,10.1,84.5,0,2.0,1020.0,100.0,1.0,0.0,0,0,7,19,2,2019,3.0
2,32.4,16.9,87.6,2,13.0,1027.0,82.0,2.0,3.0,0,0,12,7,2,2019,8.0
