AVERAGE_SPEED_DIFF,AVERAGE_FREE_F1_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_F1_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,IDENTIFIER
2,32.4,21.6,83.9,2,13.0,1026.0,82.0,6.0,3.0,11,5,12,2018,11_5_12_2018
2,32.4,21.6,83.9,2,13.0,1026.0,82.0,6.0,1.0,11,5,12,2018,11_5_12_2018
1,34.4,23.8,103.9,2,14.0,1013.0,77.0,10.0,2.0,11,5,3,2019,11_5_3_2019
1,34.4,23.8,103.9,2,14.0,1013.0,77.0,10.0,3.0,11,5,3,2019,11_5_3_2019
2,33.1,39.6,92.3,2,20.0,1017.0,88.0,4.0,3.0,11,5,7,2019,11_5_7_2019
2,33.1,39.6,92.3,2,20.0,1017.0,88.0,4.0,2.0,11,5,7,2019,11_5_7_2019
2,42.3,19.4,89.1,2,30.0,1016.0,58.0,2.0,0.0,11,5,8,2018,11_5_8_2018
2,42.3,19.4,89.1,2,30.0,1016.0,58.0,2.0,0.0,11,5,8,2018,11_5_8_2018
2,43.3,31.9,85.7,2,19.0,1019.0,63.0,6.0,0.0,11,6,10,2018,11_6_10_2018
2,43.3,31.9,85.7,2,19.0,1019.0,63.0,6.0,0.0,11,6,10,2018,11_6_10_2018
2,39.6,11.0,82.9,2,13.0,1011.0,93.0,9.0,3.0,11,6,11,2018,11_6_11_2018
2,39.6,11.0,82.9,2,13.0,1011.0,93.0,9.0,4.0,11,6,11,2018,11_6_11_2018
3,38.7,40.1,74.6,2,15.0,1032.0,82.0,1.0,1.0,11,6,12,2018,11_6_12_2018
3,38.7,40.1,74.6,2,15.0,1032.0,82.0,1.0,3.0,11,6,12,2018,11_6_12_2018
2,36.8,25.5,86.9,2,8.0,1027.0,81.0,2.0,0.0,11,6,2,2019,11_6_2_2019
2,36.8,25.5,86.9,2,8.0,1027.0,81.0,2.0,0.0,11,6,2,2019,11_6_2_2019
2,31.7,19.3,84.0,2,15.0,1020.0,72.0,3.0,3.0,11,6,5,2019,11_6_5_2019
2,31.7,19.3,84.0,2,15.0,1020.0,72.0,3.0,2.0,11,6,5,2019,11_6_5_2019
3,33.4,70.4,79.5,2,14.0,1009.0,77.0,10.0,3.0,11,6,6,2019,11_6_6_2019
3,33.4,70.4,79.5,2,14.0,1009.0,77.0,10.0,3.0,11,6,6,2019,11_6_6_2019
2,35.0,23.2,99.9,2,23.0,1015.0,73.0,3.0,2.0,11,6,7,2019,11_6_7_2019
2,35.0,23.2,99.9,2,23.0,1015.0,73.0,3.0,2.0,11,6,7,2019,11_6_7_2019
2,37.4,30.6,91.6,2,20.0,1016.0,77.0,2.0,3.0,11,6,9,2018,11_6_9_2018
2,37.4,30.6,91.6,2,20.0,1016.0,77.0,2.0,0.0,11,6,9,2018,11_6_9_2018
2,39.6,26.3,88.7,2,17.0,1021.0,39.0,4.0,0.0,11,7,10,2018,11_7_10_2018
2,39.6,26.3,88.7,2,17.0,1021.0,39.0,4.0,0.0,11,7,10,2018,11_7_10_2018
2,35.7,19.2,82.9,2,15.0,1015.0,67.0,2.0,2.0,11,7,11,2018,11_7_11_2018
2,35.7,19.2,82.9,2,15.0,1015.0,67.0,2.0,1.0,11,7,11,2018,11_7_11_2018
3,35.1,45.4,75.0,2,13.0,1031.0,87.0,4.0,4.0,11,7,12,2018,11_7_12_2018
3,35.1,45.4,75.0,2,13.0,1031.0,87.0,4.0,3.0,11,7,12,2018,11_7_12_2018
2,37.3,17.4,98.0,2,10.0,1027.0,93.0,3.0,0.0,11,7,2,2019,11_7_2_2019
2,37.3,17.4,98.0,2,10.0,1027.0,93.0,3.0,2.0,11,7,2,2019,11_7_2_2019
3,33.8,47.8,75.8,2,15.0,1019.0,67.0,2.0,2.0,11,7,6,2019,11_7_6_2019
3,33.8,47.8,75.8,2,15.0,1019.0,67.0,2.0,2.0,11,7,6,2019,11_7_6_2019
2,35.5,22.5,91.2,2,21.0,1016.0,82.0,1.0,2.0,11,7,7,2019,11_7_7_2019
2,35.5,22.5,91.2,2,21.0,1016.0,82.0,1.0,2.0,11,7,7,2019,11_7_7_2019
1,42.8,24.1,81.6,2,22.0,1017.0,40.0,6.0,0.0,11,8,10,2018,11_8_10_2018
1,42.8,24.1,81.6,2,22.0,1017.0,40.0,6.0,0.0,11,8,10,2018,11_8_10_2018
1,32.7,10.6,86.9,2,10.0,1033.0,93.0,1.0,0.0,11,8,12,2018,11_8_12_2018
1,32.7,10.6,86.9,2,10.0,1033.0,93.0,1.0,0.0,11,8,12,2018,11_8_12_2018
2,32.8,32.3,99.4,2,12.0,1023.0,81.0,3.0,3.0,11,8,2,2019,11_8_2_2019
2,32.8,32.3,99.4,2,12.0,1023.0,81.0,3.0,0.0,11,8,2,2019,11_8_2_2019
3,37.3,47.9,82.4,2,16.0,1022.0,63.0,3.0,2.0,11,8,6,2019,11_8_6_2019
3,37.3,47.9,82.4,2,16.0,1022.0,63.0,3.0,2.0,11,8,6,2019,11_8_6_2019
2,40.4,24.6,93.3,2,23.0,1015.0,69.0,4.0,0.0,11,8,9,2018,11_8_9_2018
2,40.4,24.6,93.3,2,23.0,1015.0,69.0,4.0,0.0,11,8,9,2018,11_8_9_2018
2,39.6,32.0,90.1,2,22.0,1011.0,43.0,5.0,0.0,11,9,10,2018,11_9_10_2018
2,39.6,32.0,90.1,2,22.0,1011.0,43.0,5.0,0.0,11,9,10,2018,11_9_10_2018
1,32.1,22.1,89.9,2,12.0,1022.0,93.0,5.0,4.0,11,9,2,2019,11_9_2_2019
1,32.1,22.1,89.9,2,12.0,1022.0,93.0,5.0,3.0,11,9,2,2019,11_9_2_2019
3,37.4,51.6,76.9,2,14.0,1013.0,87.0,7.0,3.0,11,9,5,2019,11_9_5_2019
3,37.4,51.6,76.9,2,14.0,1013.0,87.0,7.0,2.0,11,9,5,2019,11_9_5_2019
2,34.6,23.3,76.9,2,17.0,1021.0,72.0,2.0,2.0,11,9,6,2019,11_9_6_2019
2,34.6,23.3,76.9,2,17.0,1021.0,72.0,2.0,2.0,11,9,6,2019,11_9_6_2019
2,35.7,20.2,84.5,2,22.0,1017.0,83.0,2.0,2.0,11,9,7,2019,11_9_7_2019
2,35.7,20.2,84.5,2,22.0,1017.0,83.0,2.0,2.0,11,9,7,2019,11_9_7_2019
4,44.2,139.5,87.6,2,20.0,1022.0,64.0,6.0,0.0,11,9,8,2018,11_9_8_2018
4,44.2,139.5,87.6,2,20.0,1022.0,64.0,6.0,1.0,11,9,8,2018,11_9_8_2018
1,40.8,7.5,82.4,2,20.0,1005.0,52.0,6.0,0.0,12,10,10,2018,12_10_10_2018
1,40.8,7.5,82.4,2,20.0,1005.0,52.0,6.0,0.0,12,10,10,2018,12_10_10_2018
1,40.7,16.6,80.9,2,16.0,1012.0,93.0,6.0,3.0,12,10,11,2018,12_10_11_2018
1,40.7,16.6,80.9,2,16.0,1012.0,93.0,6.0,3.0,12,10,11,2018,12_10_11_2018
3,41.7,27.5,74.4,2,15.0,1027.0,39.0,5.0,0.0,12,10,12,2018,12_10_12_2018
3,41.7,27.5,74.4,2,15.0,1027.0,39.0,5.0,0.0,12,10,12,2018,12_10_12_2018
1,34.4,9.3,77.6,2,17.0,1017.0,77.0,6.0,3.0,12,10,5,2019,12_10_5_2019
1,34.4,9.3,77.6,2,17.0,1017.0,77.0,6.0,2.0,12,10,5,2019,12_10_5_2019
1,34.8,15.3,72.3,2,18.0,1021.0,63.0,6.0,2.0,12,10,6,2019,12_10_6_2019
1,34.8,15.3,72.3,2,18.0,1021.0,63.0,6.0,2.0,12,10,6,2019,12_10_6_2019
1,37.8,7.9,87.2,2,22.0,1022.0,65.0,2.0,0.0,12,10,9,2018,12_10_9_2018
1,37.8,7.9,87.2,2,22.0,1022.0,65.0,2.0,0.0,12,10,9,2018,12_10_9_2018
2,39.3,25.4,82.3,2,19.0,1023.0,60.0,7.0,2.0,12,10,9,2019,12_10_9_2019
2,39.3,25.4,82.3,2,19.0,1023.0,60.0,7.0,2.0,12,10,9,2019,12_10_9_2019
1,38.6,15.8,84.0,2,15.0,1023.0,59.0,4.0,0.0,12,11,12,2018,12_11_12_2018
1,38.6,15.8,84.0,2,15.0,1023.0,59.0,4.0,0.0,12,11,12,2018,12_11_12_2018
1,35.1,19.1,93.5,2,12.0,1031.0,54.0,3.0,0.0,12,11,2,2019,12_11_2_2019
1,35.1,19.1,93.5,2,12.0,1031.0,54.0,3.0,0.0,12,11,2,2019,12_11_2_2019
1,43.8,10.0,86.3,2,22.0,1020.0,64.0,2.0,0.0,12,11,8,2018,12_11_8_2018
1,43.8,10.0,86.3,2,22.0,1020.0,64.0,2.0,0.0,12,11,8,2018,12_11_8_2018
2,39.6,17.2,83.3,2,21.0,1022.0,73.0,3.0,2.0,12,11,8,2019,12_11_8_2019
2,39.6,17.2,83.3,2,21.0,1022.0,73.0,3.0,2.0,12,11,8,2019,12_11_8_2019
1,38.5,11.2,88.4,2,26.0,1021.0,54.0,2.0,0.0,12,11,9,2018,12_11_9_2018
1,38.5,11.2,88.4,2,26.0,1021.0,54.0,2.0,0.0,12,11,9,2018,12_11_9_2018
3,39.6,90.8,89.1,2,21.0,1018.0,68.0,9.0,3.0,12,12,10,2018,12_12_10_2018
3,39.6,90.8,89.1,2,21.0,1018.0,68.0,9.0,0.0,12,12,10,2018,12_12_10_2018
1,37.2,7.5,80.1,2,14.0,1021.0,93.0,4.0,3.0,12,12,12,2018,12_12_12_2018
1,37.2,7.5,80.1,2,14.0,1021.0,93.0,4.0,3.0,12,12,12,2018,12_12_12_2018
2,33.0,23.7,102.1,2,14.0,1030.0,47.0,4.0,0.0,12,12,2,2019,12_12_2_2019
2,33.0,23.7,102.1,2,14.0,1030.0,47.0,4.0,0.0,12,12,2,2019,12_12_2_2019
2,34.2,33.8,80.3,2,17.0,1020.0,77.0,3.0,0.0,12,12,4,2019,12_12_4_2019
2,34.2,33.8,80.3,2,17.0,1020.0,77.0,3.0,0.0,12,12,4,2019,12_12_4_2019
1,39.8,15.2,89.6,2,19.0,1018.0,83.0,4.0,3.0,12,12,8,2018,12_12_8_2018
1,39.8,15.2,89.6,2,19.0,1018.0,83.0,4.0,2.0,12,12,8,2018,12_12_8_2018
2,37.6,23.8,93.1,2,22.0,1022.0,73.0,3.0,0.0,12,12,9,2018,12_12_9_2018
2,37.6,23.8,93.1,2,22.0,1022.0,73.0,3.0,0.0,12,12,9,2018,12_12_9_2018
3,37.7,64.8,89.4,2,23.0,1013.0,64.0,4.0,0.0,12,13,10,2018,12_13_10_2018
3,37.7,64.8,89.4,2,23.0,1013.0,64.0,4.0,0.0,12,13,10,2018,12_13_10_2018
2,37.9,23.4,85.3,2,15.0,1024.0,63.0,3.0,0.0,12,13,11,2018,12_13_11_2018
2,37.9,23.4,85.3,2,15.0,1024.0,63.0,3.0,0.0,12,13,11,2018,12_13_11_2018
1,32.6,15.5,102.8,2,15.0,1029.0,51.0,4.0,0.0,12,13,2,2019,12_13_2_2019
1,32.6,15.5,102.8,2,15.0,1029.0,51.0,4.0,0.0,12,13,2,2019,12_13_2_2019
1,34.4,13.9,82.1,2,17.0,1013.0,67.0,4.0,2.0,12,13,6,2019,12_13_6_2019
1,34.4,13.9,82.1,2,17.0,1013.0,67.0,4.0,2.0,12,13,6,2019,12_13_6_2019
1,33.8,14.9,92.5,2,22.0,1015.0,83.0,5.0,2.0,12,13,7,2019,12_13_7_2019
1,33.8,14.9,92.5,2,22.0,1015.0,83.0,5.0,2.0,12,13,7,2019,12_13_7_2019
3,33.8,136.9,93.6,2,20.0,1019.0,77.0,3.0,3.0,12,13,8,2018,12_13_8_2018
3,33.8,136.9,93.6,2,20.0,1019.0,77.0,3.0,3.0,12,13,8,2018,12_13_8_2018
1,37.0,21.0,91.1,2,21.0,1020.0,77.0,2.0,0.0,12,13,9,2018,12_13_9_2018
1,37.0,21.0,91.1,2,21.0,1020.0,77.0,2.0,0.0,12,13,9,2018,12_13_9_2018
1,43.0,16.2,87.9,2,19.0,1018.0,63.0,5.0,0.0,12,14,11,2018,12_14_11_2018
1,43.0,16.2,87.9,2,19.0,1018.0,63.0,5.0,0.0,12,14,11,2018,12_14_11_2018
2,33.5,29.8,76.4,2,16.0,1016.0,77.0,3.0,2.0,12,14,6,2019,12_14_6_2019
2,33.5,29.8,76.4,2,16.0,1016.0,77.0,3.0,2.0,12,14,6,2019,12_14_6_2019
1,36.9,9.0,89.1,2,23.0,1016.0,83.0,2.0,3.0,12,14,7,2019,12_14_7_2019
1,36.9,9.0,89.1,2,23.0,1016.0,83.0,2.0,2.0,12,14,7,2019,12_14_7_2019
1,33.1,12.8,87.6,2,19.0,1015.0,64.0,3.0,0.0,12,15,11,2018,12_15_11_2018
1,33.1,12.8,87.6,2,19.0,1015.0,64.0,3.0,0.0,12,15,11,2018,12_15_11_2018
2,35.1,47.0,82.7,2,18.0,1022.0,77.0,3.0,2.0,12,15,6,2019,12_15_6_2019
2,35.1,47.0,82.7,2,18.0,1022.0,77.0,3.0,2.0,12,15,6,2019,12_15_6_2019
2,39.8,65.5,89.6,2,20.0,1016.0,82.0,3.0,1.0,12,15,8,2018,12_15_8_2018
2,39.8,65.5,89.6,2,20.0,1016.0,82.0,3.0,3.0,12,15,8,2018,12_15_8_2018
2,37.6,11.3,84.4,2,18.0,1017.0,82.0,2.0,1.0,12,16,10,2018,12_16_10_2018
2,37.6,11.3,84.4,2,18.0,1017.0,82.0,2.0,0.0,12,16,10,2018,12_16_10_2018
1,36.7,10.2,83.3,2,19.0,1015.0,63.0,3.0,0.0,12,16,11,2018,12_16_11_2018
1,36.7,10.2,83.3,2,19.0,1015.0,63.0,3.0,0.0,12,16,11,2018,12_16_11_2018
2,36.7,53.6,79.8,2,10.0,1019.0,93.0,3.0,3.0,12,16,1,2019,12_16_1_2019
2,36.7,53.6,79.8,2,10.0,1019.0,93.0,3.0,3.0,12,16,1,2019,12_16_1_2019
2,34.5,22.2,102.8,2,17.0,1023.0,37.0,4.0,0.0,12,16,2,2019,12_16_2_2019
2,34.5,22.2,102.8,2,17.0,1023.0,37.0,4.0,0.0,12,16,2,2019,12_16_2_2019
3,42.8,119.9,85.7,2,20.0,1017.0,82.0,3.0,3.0,12,16,8,2018,12_16_8_2018
3,42.8,119.9,85.7,2,20.0,1017.0,82.0,3.0,3.0,12,16,8,2018,12_16_8_2018
2,38.8,33.9,84.2,2,22.0,1018.0,77.0,3.0,2.0,12,16,9,2019,12_16_9_2019
2,38.8,33.9,84.2,2,22.0,1018.0,77.0,3.0,3.0,12,16,9,2019,12_16_9_2019
1,41.4,9.7,85.1,2,17.0,1017.0,82.0,4.0,0.0,12,17,10,2018,12_17_10_2018
1,41.4,9.7,85.1,2,17.0,1017.0,82.0,4.0,3.0,12,17,10,2018,12_17_10_2018
1,37.6,11.5,94.1,2,10.0,1023.0,76.0,3.0,0.0,12,17,1,2019,12_17_1_2019
1,37.6,11.5,94.1,2,10.0,1023.0,76.0,3.0,0.0,12,17,1,2019,12_17_1_2019
1,32.6,13.8,89.7,2,15.0,1020.0,67.0,6.0,3.0,12,17,2,2019,12_17_2_2019
1,32.6,13.8,89.7,2,15.0,1020.0,67.0,6.0,1.0,12,17,2,2019,12_17_2_2019
2,37.9,17.3,75.3,2,18.0,1017.0,87.0,3.0,2.0,12,17,6,2019,12_17_6_2019
2,37.9,17.3,75.3,2,18.0,1017.0,87.0,3.0,2.0,12,17,6,2019,12_17_6_2019
2,40.0,48.0,88.8,2,24.0,1018.0,47.0,4.0,0.0,12,17,8,2018,12_17_8_2018
2,40.0,48.0,88.8,2,24.0,1018.0,47.0,4.0,0.0,12,17,8,2018,12_17_8_2018
2,36.8,41.5,88.5,2,24.0,1017.0,78.0,2.0,2.0,12,17,8,2019,12_17_8_2019
2,36.8,41.5,88.5,2,24.0,1017.0,78.0,2.0,2.0,12,17,8,2019,12_17_8_2019
1,43.7,18.7,82.8,2,21.0,1017.0,100.0,1.0,3.0,12,17,9,2019,12_17_9_2019
1,43.7,18.7,82.8,2,21.0,1017.0,100.0,1.0,3.0,12,17,9,2019,12_17_9_2019
2,37.7,16.8,91.3,2,19.0,1012.0,68.0,5.0,0.0,12,18,10,2018,12_18_10_2018
2,37.7,16.8,91.3,2,19.0,1012.0,68.0,5.0,0.0,12,18,10,2018,12_18_10_2018
2,33.5,22.5,92.5,2,12.0,1019.0,76.0,5.0,1.0,12,18,2,2019,12_18_2_2019
2,33.5,22.5,92.5,2,12.0,1019.0,76.0,5.0,3.0,12,18,2,2019,12_18_2_2019
1,37.7,11.7,65.8,2,14.0,1017.0,67.0,3.0,2.0,12,18,5,2019,12_18_5_2019
1,37.7,11.7,65.8,2,14.0,1017.0,67.0,3.0,2.0,12,18,5,2019,12_18_5_2019
1,35.1,13.3,83.9,2,19.0,1011.0,77.0,11.0,2.0,12,18,6,2019,12_18_6_2019
1,35.1,13.3,83.9,2,19.0,1011.0,77.0,11.0,2.0,12,18,6,2019,12_18_6_2019
1,39.9,19.5,84.7,2,28.0,1018.0,34.0,5.0,0.0,12,18,8,2018,12_18_8_2018
1,39.9,19.5,84.7,2,28.0,1018.0,34.0,5.0,0.0,12,18,8,2018,12_18_8_2018
2,37.4,25.6,89.8,2,19.0,1018.0,77.0,2.0,2.0,12,18,9,2018,12_18_9_2018
2,37.4,25.6,89.8,2,19.0,1018.0,77.0,2.0,3.0,12,18,9,2018,12_18_9_2018
2,33.6,23.4,89.8,2,11.0,1021.0,62.0,1.0,0.0,12,19,2,2019,12_19_2_2019
2,33.6,23.4,89.8,2,11.0,1021.0,62.0,1.0,0.0,12,19,2,2019,12_19_2_2019
3,32.1,51.1,78.8,2,17.0,1016.0,72.0,4.0,2.0,12,19,4,2019,12_19_4_2019
3,32.1,51.1,78.8,2,17.0,1016.0,72.0,4.0,2.0,12,19,4,2019,12_19_4_2019
2,35.2,34.4,81.2,2,19.0,1017.0,88.0,4.0,2.0,12,19,6,2019,12_19_6_2019
2,35.2,34.4,81.2,2,19.0,1017.0,88.0,4.0,3.0,12,19,6,2019,12_19_6_2019
1,41.8,10.4,88.4,2,31.0,1017.0,27.0,6.0,0.0,12,19,8,2018,12_19_8_2018
1,41.8,10.4,88.4,2,31.0,1017.0,27.0,6.0,0.0,12,19,8,2018,12_19_8_2018
2,38.7,64.9,89.1,2,19.0,1017.0,88.0,1.0,2.0,12,19,9,2019,12_19_9_2019
2,38.7,64.9,89.1,2,19.0,1017.0,88.0,1.0,3.0,12,19,9,2019,12_19_9_2019
1,44.0,13.0,87.4,2,20.0,1021.0,31.0,4.0,0.0,12,1,10,2018,12_1_10_2018
1,44.0,13.0,87.4,2,20.0,1021.0,31.0,4.0,0.0,12,1,10,2018,12_1_10_2018
1,35.5,6.8,87.3,2,14.0,1019.0,87.0,2.0,1.0,12,1,11,2018,12_1_11_2018
1,35.5,6.8,87.3,2,14.0,1019.0,87.0,2.0,3.0,12,1,11,2018,12_1_11_2018
1,32.9,13.8,79.9,2,14.0,1025.0,82.0,5.0,2.0,12,1,12,2018,12_1_12_2018
1,32.9,13.8,79.9,2,14.0,1025.0,82.0,5.0,3.0,12,1,12,2018,12_1_12_2018
2,33.1,13.4,77.8,2,17.0,1014.0,72.0,5.0,0.0,12,1,4,2019,12_1_4_2019
2,33.1,13.4,77.8,2,17.0,1014.0,72.0,5.0,2.0,12,1,4,2019,12_1_4_2019
1,39.8,19.7,89.6,2,22.0,1016.0,64.0,3.0,0.0,12,1,8,2018,12_1_8_2018
1,39.8,19.7,89.6,2,22.0,1016.0,64.0,3.0,0.0,12,1,8,2018,12_1_8_2018
0,44.2,1.6,81.5,2,31.0,1014.0,28.0,5.0,0.0,12,1,9,2018,12_1_9_2018
0,44.2,1.6,81.5,2,31.0,1014.0,28.0,5.0,0.0,12,1,9,2018,12_1_9_2018
2,32.2,26.6,76.6,2,14.0,1001.0,82.0,2.0,2.0,12,20,11,2018,12_20_11_2018
2,32.2,26.6,76.6,2,14.0,1001.0,82.0,2.0,3.0,12,20,11,2018,12_20_11_2018
2,39.3,23.5,91.4,2,12.0,1021.0,71.0,3.0,1.0,12,20,1,2019,12_20_1_2019
2,39.3,23.5,91.4,2,12.0,1021.0,71.0,3.0,0.0,12,20,1,2019,12_20_1_2019
1,31.4,16.9,99.4,2,12.0,1023.0,66.0,3.0,0.0,12,20,2,2019,12_20_2_2019
1,31.4,16.9,99.4,2,12.0,1023.0,66.0,3.0,0.0,12,20,2,2019,12_20_2_2019
3,33.1,50.9,81.2,2,24.0,1017.0,44.0,2.0,0.0,12,20,4,2019,12_20_4_2019
3,33.1,50.9,81.2,2,24.0,1017.0,44.0,2.0,0.0,12,20,4,2019,12_20_4_2019
1,34.6,13.0,75.3,2,17.0,1016.0,77.0,3.0,2.0,12,20,5,2019,12_20_5_2019
1,34.6,13.0,75.3,2,17.0,1016.0,77.0,3.0,2.0,12,20,5,2019,12_20_5_2019
1,37.4,4.7,71.3,2,18.0,1017.0,88.0,3.0,3.0,12,20,6,2019,12_20_6_2019
1,37.4,4.7,71.3,2,18.0,1017.0,88.0,3.0,2.0,12,20,6,2019,12_20_6_2019
1,37.6,11.9,83.2,2,24.0,1018.0,78.0,4.0,2.0,12,20,7,2019,12_20_7_2019
1,37.6,11.9,83.2,2,24.0,1018.0,78.0,4.0,2.0,12,20,7,2019,12_20_7_2019
2,37.7,48.7,91.3,2,33.0,1017.0,24.0,5.0,0.0,12,20,8,2018,12_20_8_2018
2,37.7,48.7,91.3,2,33.0,1017.0,24.0,5.0,0.0,12,20,8,2018,12_20_8_2018
1,40.9,13.6,90.4,2,18.0,1022.0,88.0,2.0,2.0,12,20,9,2018,12_20_9_2018
1,40.9,13.6,90.4,2,18.0,1022.0,88.0,2.0,0.0,12,20,9,2018,12_20_9_2018
2,38.7,28.0,88.4,2,19.0,1014.0,88.0,3.0,3.0,12,20,9,2019,12_20_9_2019
2,38.7,28.0,88.4,2,19.0,1014.0,88.0,3.0,2.0,12,20,9,2019,12_20_9_2019
1,40.9,5.1,87.8,2,24.0,1018.0,53.0,2.0,0.0,12,21,10,2018,12_21_10_2018
1,40.9,5.1,87.8,2,24.0,1018.0,53.0,2.0,0.0,12,21,10,2018,12_21_10_2018
2,33.9,24.9,92.3,2,13.0,1008.0,76.0,6.0,2.0,12,21,11,2018,12_21_11_2018
2,33.9,24.9,92.3,2,13.0,1008.0,76.0,6.0,1.0,12,21,11,2018,12_21_11_2018
2,32.4,22.7,72.8,2,10.0,1026.0,71.0,4.0,0.0,12,21,1,2019,12_21_1_2019
2,32.4,22.7,72.8,2,10.0,1026.0,71.0,4.0,3.0,12,21,1,2019,12_21_1_2019
2,37.1,20.7,99.1,2,17.0,1023.0,55.0,3.0,0.0,12,21,2,2019,12_21_2_2019
2,37.1,20.7,99.1,2,17.0,1023.0,55.0,3.0,0.0,12,21,2,2019,12_21_2_2019
2,35.5,14.6,81.0,2,21.0,1013.0,56.0,3.0,2.0,12,21,4,2019,12_21_4_2019
2,35.5,14.6,81.0,2,21.0,1013.0,56.0,3.0,0.0,12,21,4,2019,12_21_4_2019
2,37.3,36.1,90.3,2,29.0,1015.0,39.0,3.0,0.0,12,21,8,2018,12_21_8_2018
2,37.3,36.1,90.3,2,29.0,1015.0,39.0,3.0,0.0,12,21,8,2018,12_21_8_2018
2,35.2,40.1,95.3,2,23.0,1022.0,62.0,2.0,0.0,12,21,9,2018,12_21_9_2018
2,35.2,40.1,95.3,2,23.0,1022.0,62.0,2.0,1.0,12,21,9,2018,12_21_9_2018
2,42.4,24.6,78.1,2,13.0,1011.0,76.0,8.0,1.0,12,22,11,2018,12_22_11_2018
2,42.4,24.6,78.1,2,13.0,1011.0,76.0,8.0,1.0,12,22,11,2018,12_22_11_2018
2,30.8,18.0,100.8,2,18.0,1027.0,42.0,5.0,0.0,12,22,2,2019,12_22_2_2019
2,30.8,18.0,100.8,2,18.0,1027.0,42.0,5.0,0.0,12,22,2,2019,12_22_2_2019
1,36.4,20.3,97.6,2,26.0,1018.0,88.0,3.0,2.0,12,22,7,2019,12_22_7_2019
1,36.4,20.3,97.6,2,26.0,1018.0,88.0,3.0,2.0,12,22,7,2019,12_22_7_2019
2,37.9,12.8,79.5,2,20.0,1023.0,78.0,2.0,0.0,12,22,9,2018,12_22_9_2018
2,37.9,12.8,79.5,2,20.0,1023.0,78.0,2.0,0.0,12,22,9,2018,12_22_9_2018
1,34.6,8.7,75.9,2,19.0,1017.0,72.0,3.0,2.0,12,22,9,2019,12_22_9_2019
1,34.6,8.7,75.9,2,19.0,1017.0,72.0,3.0,2.0,12,22,9,2019,12_22_9_2019
1,41.3,15.6,83.2,2,22.0,1024.0,37.0,7.0,0.0,12,23,10,2018,12_23_10_2018
1,41.3,15.6,83.2,2,22.0,1024.0,37.0,7.0,0.0,12,23,10,2018,12_23_10_2018
2,34.8,32.5,99.6,2,17.0,1030.0,55.0,4.0,0.0,12,23,2,2019,12_23_2_2019
2,34.8,32.5,99.6,2,17.0,1030.0,55.0,4.0,0.0,12,23,2,2019,12_23_2_2019
2,34.1,25.6,79.3,2,19.0,1021.0,82.0,3.0,3.0,12,23,5,2019,12_23_5_2019
2,34.1,25.6,79.3,2,19.0,1021.0,82.0,3.0,2.0,12,23,5,2019,12_23_5_2019
1,37.1,14.8,89.0,2,21.0,1017.0,94.0,0.0,3.0,12,23,7,2019,12_23_7_2019
1,37.1,14.8,89.0,2,21.0,1017.0,94.0,0.0,3.0,12,23,7,2019,12_23_7_2019
2,39.6,36.8,89.1,2,17.0,1019.0,82.0,3.0,1.0,12,23,8,2018,12_23_8_2018
2,39.6,36.8,89.1,2,17.0,1019.0,82.0,3.0,3.0,12,23,8,2018,12_23_8_2018
2,32.9,25.2,95.3,2,20.0,1021.0,73.0,7.0,2.0,12,23,9,2019,12_23_9_2019
2,32.9,25.2,95.3,2,20.0,1021.0,73.0,7.0,2.0,12,23,9,2019,12_23_9_2019
1,44.2,24.5,77.3,2,22.0,1025.0,36.0,3.0,0.0,12,24,10,2018,12_24_10_2018
1,44.2,24.5,77.3,2,22.0,1025.0,36.0,3.0,0.0,12,24,10,2018,12_24_10_2018
2,33.6,19.5,85.4,2,15.0,1011.0,72.0,10.0,2.0,12,24,11,2018,12_24_11_2018
2,33.6,19.5,85.4,2,15.0,1011.0,72.0,10.0,1.0,12,24,11,2018,12_24_11_2018
1,33.3,21.4,105.3,2,19.0,1029.0,35.0,4.0,0.0,12,24,2,2019,12_24_2_2019
1,33.3,21.4,105.3,2,19.0,1029.0,35.0,4.0,0.0,12,24,2,2019,12_24_2_2019
1,36.6,17.6,70.6,2,14.0,999.0,67.0,6.0,2.0,12,24,4,2019,12_24_4_2019
1,36.6,17.6,70.6,2,14.0,999.0,67.0,6.0,2.0,12,24,4,2019,12_24_4_2019
1,37.4,7.5,75.6,2,20.0,1015.0,82.0,3.0,2.0,12,24,6,2019,12_24_6_2019
1,37.4,7.5,75.6,2,20.0,1015.0,82.0,3.0,2.0,12,24,6,2019,12_24_6_2019
1,32.4,15.4,98.6,2,23.0,1016.0,88.0,2.0,2.0,12,24,7,2019,12_24_7_2019
1,32.4,15.4,98.6,2,23.0,1016.0,88.0,2.0,4.0,12,24,7,2019,12_24_7_2019
2,37.4,27.7,80.4,2,26.0,1022.0,38.0,4.0,0.0,12,24,9,2018,12_24_9_2018
2,37.4,27.7,80.4,2,26.0,1022.0,38.0,4.0,0.0,12,24,9,2018,12_24_9_2018
2,39.9,25.2,80.4,2,20.0,1020.0,100.0,2.0,3.0,12,24,9,2019,12_24_9_2019
