AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,LUMINOSITY_ORDINAL,ORDINAL_CLOUDINESS,ORDINAL_SPEED_DIFF,Day,month,Year,Hour
38.6,0.9,70.0,14.0,1020.0,100.0,1.0,1,4.0,1,22,5,2019,23
48.2,4.1,76.6,18.0,1013.0,94.0,2.0,1,4.0,2,25,8,2019,23
46.9,137.8,76.5,14.0,1016.0,72.0,1.0,3,4.0,5,21,5,2019,8
40.6,8.0,89.5,11.0,1023.0,100.0,4.0,1,4.0,1,8,2,2019,21
41.9,96.5,91.9,23.0,1020.0,78.0,6.0,3,4.0,4,16,8,2019,12
47.9,0.0,67.9,18.0,1021.0,37.0,8.0,3,4.0,1,12,5,2019,8
37.5,3.5,64.9,13.0,1023.0,76.0,3.0,1,4.0,1,7,6,2019,22
37.5,69.9,84.2,22.0,1020.0,68.0,2.0,3,4.0,4,29,9,2019,15
40.2,5.4,68.0,17.0,1018.0,87.0,2.0,1,3.0,2,1,6,2019,3
37.9,1.8,65.3,17.0,1019.0,93.0,1.0,1,3.0,1,2,6,2019,22
48.5,2.7,85.4,13.0,1008.0,82.0,2.0,1,5.0,3,7,11,2018,4
37.9,18.7,89.6,17.0,1017.0,88.0,3.0,1,1.0,2,28,7,2018,20
40.9,16.1,90.3,19.0,1022.0,88.0,3.0,3,5.0,2,20,9,2018,13
42.6,0.0,83.4,18.0,1015.0,100.0,1.0,1,6.0,1,16,7,2019,1
38.2,27.4,86.9,25.0,1017.0,83.0,2.0,3,3.0,3,9,7,2019,14
44.4,2.5,82.6,15.0,1022.0,100.0,1.0,1,6.0,1,2,11,2018,3
45.9,12.3,80.1,19.0,1014.0,100.0,4.0,3,4.0,2,18,8,2019,8
41.3,0.0,90.1,13.0,1023.0,82.0,3.0,3,4.0,1,3,3,2019,9
37.7,1.3,64.5,15.0,1017.0,93.0,3.0,1,6.0,1,21,6,2019,23
46.6,15.9,80.9,14.0,1016.0,100.0,9.0,3,1.0,2,1,9,2019,7
39.8,29.1,89.6,23.0,1015.0,47.0,4.0,3,1.0,3,14,8,2018,19
37.6,0.0,66.0,16.0,1016.0,100.0,1.0,1,4.0,1,29,6,2019,5
39.8,26.9,90.6,23.0,1019.0,69.0,5.0,3,3.0,2,30,7,2018,13
38.3,22.3,76.7,15.0,1020.0,67.0,2.0,3,1.0,3,26,1,2019,15
44.6,4.1,87.1,3.0,1021.0,93.0,5.0,1,1.0,3,20,2,2019,7
46.2,2.4,67.5,18.0,1017.0,100.0,3.0,1,4.0,1,30,9,2019,23
33.0,13.4,71.5,18.0,1014.0,59.0,2.0,1,1.0,2,4,5,2019,20
33.4,20.9,98.4,19.0,1029.0,38.0,2.0,3,1.0,3,25,2,2019,14
45.8,117.0,74.5,15.0,1017.0,100.0,1.0,3,1.0,5,19,9,2019,8
45.7,4.9,74.9,17.0,1014.0,82.0,2.0,1,1.0,2,26,8,2018,20
32.1,20.8,82.6,16.0,1016.0,82.0,4.0,3,1.0,3,7,5,2019,12
44.8,57.5,81.2,19.0,1014.0,100.0,4.0,3,1.0,5,25,7,2019,8
42.8,128.3,81.3,23.0,1012.0,82.0,2.0,3,1.0,5,3,7,2019,18
43.7,89.0,79.4,27.0,1014.0,54.0,3.0,3,1.0,5,12,7,2019,17
43.5,1.1,86.5,15.0,1020.0,55.0,2.0,1,1.0,2,2,10,2018,0
34.7,23.1,97.5,10.0,1028.0,100.0,3.0,3,2.0,3,1,3,2019,10
39.5,5.4,86.6,19.0,1014.0,93.0,2.0,1,2.0,1,16,7,2019,23
41.9,75.3,71.5,14.0,1013.0,59.0,3.0,3,2.0,5,1,4,2019,9
47.1,145.2,62.4,12.0,1014.0,87.0,1.0,3,6.0,5,14,6,2019,8
42.2,4.5,71.8,8.0,1020.0,93.0,1.0,1,5.0,2,15,1,2019,20
36.8,52.6,92.0,24.0,1015.0,54.0,4.0,3,1.0,3,1,8,2018,15
38.5,3.1,72.1,18.0,1017.0,93.0,2.0,3,4.0,1,29,6,2019,9
40.0,40.6,87.9,18.0,1017.0,88.0,4.0,3,1.0,4,16,10,2018,17
44.5,0.0,87.0,15.0,1014.0,93.0,0.0,1,1.0,1,27,8,2018,2
48.6,2.9,68.2,13.0,1017.0,82.0,3.0,3,1.0,3,11,6,2019,6
38.8,4.5,77.4,16.0,1018.0,100.0,1.0,3,1.0,2,23,8,2018,8
31.6,113.6,98.7,22.0,1026.0,26.0,6.0,3,1.0,4,22,2,2019,16
42.7,47.0,79.6,13.0,1008.0,82.0,11.0,3,3.0,4,24,11,2018,16
37.4,6.5,93.0,9.0,1021.0,76.0,3.0,1,3.0,1,17,2,2019,0
39.0,4.5,95.1,19.0,1016.0,77.0,1.0,3,4.0,1,7,7,2019,10
40.6,102.5,71.3,20.0,1015.0,46.0,3.0,3,6.0,4,19,4,2019,17
44.5,1.7,84.3,21.0,1016.0,69.0,3.0,3,1.0,1,4,8,2018,6
39.9,20.1,82.2,23.0,1016.0,88.0,2.0,3,4.0,2,17,9,2019,13
37.1,9.2,90.7,21.0,1019.0,88.0,2.0,1,4.0,2,30,7,2018,20
37.6,27.3,89.9,17.0,1015.0,100.0,0.0,3,1.0,3,22,8,2018,9
44.7,77.1,87.8,12.0,1016.0,51.0,4.0,2,1.0,5,8,10,2018,7
35.7,11.3,97.5,12.0,1029.0,87.0,0.0,3,4.0,2,2,3,2019,10
38.4,48.5,86.2,24.0,1017.0,78.0,3.0,3,4.0,4,30,9,2019,14
33.4,15.1,95.1,15.0,1023.0,77.0,9.0,3,4.0,2,3,3,2019,12
43.5,3.5,88.8,14.0,1011.0,93.0,1.0,1,4.0,1,18,10,2018,3
43.0,47.1,82.4,11.0,1019.0,62.0,3.0,2,1.0,4,19,2,2019,18
39.8,48.2,82.2,17.0,1024.0,48.0,1.0,1,1.0,3,10,12,2018,17
34.6,23.1,89.4,14.0,1010.0,82.0,9.0,3,1.0,3,24,11,2018,13
38.2,18.1,84.7,16.0,1023.0,77.0,2.0,3,1.0,3,13,11,2018,16
42.5,4.2,77.6,17.0,1015.0,100.0,3.0,1,1.0,1,19,7,2019,21
40.0,36.4,84.2,24.0,1021.0,53.0,3.0,3,1.0,3,14,9,2019,10
35.2,17.1,81.1,15.0,1027.0,77.0,5.0,3,1.0,3,5,12,2018,12
33.8,28.9,103.9,13.0,1030.0,54.0,2.0,3,1.0,3,4,2,2019,15
44.5,0.0,85.0,18.0,1014.0,63.0,5.0,1,1.0,1,13,10,2018,6
42.4,0.0,86.1,21.0,1016.0,28.0,3.0,1,1.0,1,19,8,2018,5
37.1,47.9,86.8,22.0,1018.0,69.0,3.0,3,6.0,3,16,9,2019,11
37.1,70.8,90.7,21.0,1019.0,60.0,3.0,3,4.0,4,29,7,2018,16
38.6,85.2,87.5,19.0,1016.0,88.0,2.0,3,4.0,4,19,9,2019,16
38.4,0.0,74.1,9.0,1012.0,81.0,1.0,1,3.0,1,23,11,2018,2
37.5,30.9,84.3,17.0,1019.0,67.0,5.0,3,1.0,3,14,11,2018,11
42.8,64.7,81.9,28.0,1017.0,57.0,2.0,3,1.0,4,4,9,2019,17
37.9,0.9,64.5,13.0,1021.0,87.0,2.0,1,1.0,1,9,6,2019,23
40.2,15.0,81.1,15.0,1032.0,71.0,2.0,3,1.0,3,28,2,2019,13
35.6,19.8,76.9,15.0,1022.0,72.0,3.0,3,1.0,3,8,6,2019,10
37.4,85.5,89.3,20.0,1007.0,42.0,3.0,1,1.0,4,9,10,2018,18
35.4,3.2,90.1,19.0,1016.0,77.0,6.0,1,1.0,2,16,8,2018,20
43.1,28.7,69.2,16.0,1020.0,59.0,3.0,1,4.0,4,29,5,2019,3
40.8,135.6,83.0,18.0,1016.0,93.0,1.0,3,4.0,5,19,9,2019,18
38.0,0.0,85.2,16.0,1018.0,100.0,2.0,1,1.0,1,13,9,2018,22
46.3,0.0,82.7,1.0,1031.0,86.0,0.0,1,1.0,1,4,2,2019,4
40.5,17.1,81.2,15.0,1016.0,100.0,0.0,3,5.0,2,25,8,2019,8
40.3,6.8,86.9,9.0,1023.0,66.0,6.0,1,5.0,1,2,2,2019,20
33.5,23.5,84.1,13.0,1025.0,58.0,4.0,3,1.0,3,21,1,2019,14
37.7,3.4,64.2,15.0,1017.0,93.0,2.0,1,6.0,1,20,6,2019,0
41.7,45.1,87.2,20.0,1017.0,88.0,2.0,3,4.0,3,12,8,2018,18
41.5,2.1,74.9,13.0,1022.0,100.0,0.0,1,1.0,1,4,12,2018,5
43.8,0.0,86.3,14.0,1017.0,100.0,0.0,1,1.0,1,14,8,2018,4
38.5,3.1,55.7,14.0,1014.0,100.0,3.0,3,1.0,1,22,9,2019,8
39.4,36.8,90.0,20.0,1017.0,64.0,3.0,3,1.0,3,14,8,2018,14
42.7,11.8,92.7,12.0,1020.0,100.0,6.0,1,6.0,2,13,8,2019,5
34.6,26.2,97.8,13.0,1027.0,82.0,1.0,3,6.0,3,1,3,2019,12
40.4,0.0,86.3,18.0,1015.0,100.0,0.0,1,6.0,1,15,7,2019,4
34.1,28.6,80.9,22.0,1015.0,82.0,3.0,3,1.0,3,15,5,2019,12
42.0,0.0,75.5,17.0,1000.0,67.0,5.0,2,1.0,1,18,11,2018,7
34.7,26.9,92.4,9.0,1023.0,70.0,6.0,1,5.0,3,2,2,2019,19
32.7,49.2,99.7,12.0,1025.0,87.0,1.0,3,5.0,4,6,2,2019,17
39.4,2.6,71.3,12.0,1013.0,87.0,6.0,3,6.0,1,24,11,2018,9
45.4,12.5,77.5,16.0,1011.0,93.0,5.0,1,6.0,3,10,11,2018,20
43.5,85.0,70.2,21.0,1017.0,64.0,8.0,3,1.0,5,24,5,2019,18
39.2,32.6,92.1,21.0,1022.0,42.0,4.0,3,1.0,3,14,2,2019,17
41.6,0.0,74.9,15.0,1011.0,100.0,7.0,1,4.0,1,8,5,2019,3
34.3,7.2,87.2,18.0,1024.0,73.0,1.0,3,4.0,2,23,9,2018,10
37.3,145.9,85.9,21.0,1015.0,82.0,4.0,3,4.0,4,4,7,2019,10
41.4,0.0,85.6,13.0,1004.0,100.0,6.0,1,6.0,1,31,1,2019,5
41.4,42.1,76.3,20.0,1011.0,55.0,3.0,3,6.0,3,31,3,2019,15
35.8,22.8,88.4,29.0,1019.0,28.0,3.0,3,4.0,3,3,9,2019,12
49.7,4.9,76.0,9.0,1017.0,100.0,2.0,1,4.0,3,18,2,2019,7
36.6,14.2,70.8,19.0,1020.0,88.0,4.0,3,3.0,2,30,6,2019,19
35.8,9.4,84.7,14.0,1019.0,82.0,3.0,3,4.0,2,1,11,2018,14
40.9,12.1,90.3,21.0,1018.0,77.0,7.0,1,4.0,2,12,10,2018,20
34.2,23.1,87.8,13.0,1003.0,82.0,5.0,3,3.0,3,31,10,2018,11
40.1,26.0,95.5,11.0,1021.0,93.0,2.0,1,6.0,2,10,4,2019,22
47.0,71.7,68.8,9.0,1013.0,93.0,1.0,3,4.0,5,23,11,2018,8
40.4,51.1,82.7,17.0,1015.0,93.0,3.0,3,6.0,4,17,9,2018,18
40.4,5.4,68.1,16.0,1014.0,88.0,3.0,1,6.0,2,26,6,2019,4
43.0,38.7,74.3,13.0,1017.0,93.0,7.0,1,3.0,4,23,1,2019,18
39.6,96.4,88.7,19.0,1017.0,77.0,3.0,3,3.0,4,16,8,2018,11
40.8,3.7,86.8,13.0,1003.0,100.0,4.0,1,6.0,1,4,11,2018,19
46.7,5.3,76.7,14.0,1016.0,100.0,5.0,1,6.0,1,25,8,2019,4
31.5,40.8,98.3,17.0,1027.0,77.0,3.0,3,6.0,3,2,3,2019,16
33.4,53.6,91.6,20.0,1017.0,83.0,2.0,3,6.0,4,9,7,2019,10
42.5,0.0,73.9,11.0,1023.0,93.0,2.0,1,4.0,1,12,12,2018,5
40.4,21.9,89.8,16.0,1018.0,87.0,2.0,3,4.0,3,17,10,2018,10
42.2,3.3,87.7,15.0,1017.0,93.0,0.0,1,1.0,1,1,8,2018,0
38.2,19.6,88.9,20.0,1018.0,53.0,1.0,3,1.0,3,25,10,2018,13
41.3,2.0,75.6,7.0,1032.0,100.0,2.0,3,5.0,1,9,12,2018,8
43.2,5.0,88.2,19.0,1019.0,93.0,2.0,3,4.0,2,31,7,2018,7
33.3,48.2,76.3,19.0,1017.0,88.0,3.0,3,3.0,3,20,6,2019,14
41.9,0.0,86.8,17.0,1022.0,88.0,1.0,1,1.0,1,23,9,2018,21
39.4,31.8,87.3,12.0,1009.0,100.0,4.0,3,5.0,4,30,1,2019,16
39.4,91.7,90.0,20.0,1016.0,73.0,7.0,3,5.0,4,7,8,2018,16
42.0,5.5,65.5,7.0,1024.0,93.0,3.0,1,1.0,2,27,11,2018,1
37.8,6.3,90.4,10.0,1023.0,76.0,2.0,1,1.0,2,20,2,2019,20
44.9,1.7,79.5,11.0,1019.0,93.0,3.0,1,1.0,1,29,9,2019,5
33.3,1.2,89.0,10.0,1028.0,58.0,4.0,1,1.0,1,25,2,2019,3
34.5,35.9,78.5,27.0,1020.0,39.0,5.0,3,4.0,3,29,5,2019,16
42.0,3.7,74.1,13.0,1016.0,76.0,10.0,1,4.0,2,29,11,2018,5
41.4,54.2,88.3,12.0,1029.0,66.0,3.0,1,1.0,4,11,2,2019,18
40.4,3.5,83.7,12.0,1022.0,100.0,0.0,1,1.0,1,23,9,2018,6
46.5,2.8,86.5,13.0,1014.0,93.0,0.0,1,1.0,1,26,8,2018,5
34.1,34.8,92.7,20.0,1022.0,69.0,4.0,2,1.0,3,23,9,2018,18
31.3,14.3,90.3,12.0,1026.0,93.0,0.0,1,6.0,2,2,3,2019,20
34.9,12.5,87.0,15.0,1015.0,100.0,1.0,3,3.0,2,7,7,2019,7
40.0,34.1,87.9,20.0,1003.0,68.0,5.0,3,1.0,3,10,10,2018,16
42.4,24.6,78.1,13.0,1011.0,76.0,8.0,3,5.0,3,22,11,2018,12
43.4,9.1,91.1,15.0,1021.0,93.0,2.0,1,3.0,2,14,8,2019,0
41.1,13.4,86.9,19.0,1019.0,93.0,3.0,1,3.0,2,4,9,2019,0
39.7,43.0,84.1,18.0,1018.0,77.0,3.0,3,3.0,3,19,8,2019,10
35.6,26.2,73.6,11.0,1024.0,66.0,2.0,3,3.0,3,11,12,2018,11
43.2,11.6,80.3,18.0,1017.0,88.0,2.0,3,3.0,3,7,8,2018,8
40.9,29.7,90.4,18.0,1014.0,77.0,3.0,1,1.0,3,19,10,2018,20
33.1,34.3,81.9,24.0,1016.0,49.0,4.0,3,2.0,3,20,4,2019,14
46.7,0.0,74.7,13.0,1018.0,93.0,0.0,1,4.0,1,4,11,2018,1
39.4,5.7,89.1,30.0,1016.0,58.0,2.0,3,1.0,2,5,8,2018,13
40.3,40.4,90.4,24.0,1020.0,77.0,6.0,3,6.0,3,16,8,2019,13
34.1,102.1,79.1,16.0,1013.0,63.0,4.0,3,6.0,4,13,6,2019,11
42.9,76.2,90.0,20.0,1016.0,68.0,3.0,3,1.0,3,5,10,2018,14
37.9,0.0,61.6,15.0,1013.0,100.0,1.0,1,6.0,1,24,6,2019,4
37.9,8.7,64.9,14.0,1015.0,82.0,3.0,1,3.0,2,4,6,2019,22
33.5,22.5,92.5,12.0,1019.0,76.0,5.0,3,5.0,3,18,2,2019,12
36.3,2.6,69.9,11.0,1009.0,66.0,5.0,3,5.0,2,25,4,2019,9
45.3,1.0,81.6,11.0,1019.0,93.0,2.0,1,5.0,1,9,11,2018,3
37.6,63.8,90.4,19.0,1018.0,82.0,2.0,3,4.0,4,15,9,2018,15
36.9,9.0,89.1,23.0,1016.0,83.0,2.0,3,4.0,2,14,7,2019,12
45.4,142.0,73.8,15.0,1015.0,100.0,2.0,3,5.0,5,15,5,2019,8
37.6,33.3,83.6,16.0,1016.0,59.0,2.0,3,5.0,2,7,11,2018,13
48.8,0.0,79.1,16.0,1020.0,93.0,6.0,1,6.0,1,23,9,2019,22
36.5,9.9,71.3,11.0,1020.0,100.0,1.0,1,1.0,2,30,11,2018,1
39.2,1.1,72.1,12.0,1011.0,77.0,3.0,1,1.0,1,17,11,2018,4
43.6,10.6,75.8,17.0,1016.0,93.0,1.0,1,6.0,3,19,9,2019,21
32.1,49.1,93.8,24.0,1018.0,78.0,6.0,3,5.0,3,20,7,2019,16
42.8,2.8,81.4,10.0,1000.0,71.0,3.0,1,5.0,2,23,4,2019,20
45.8,0.0,84.7,16.0,1021.0,100.0,2.0,1,5.0,1,20,9,2018,1
39.1,27.7,93.1,20.0,1017.0,88.0,3.0,3,3.0,3,26,7,2018,10
40.6,14.9,84.1,16.0,1019.0,88.0,4.0,1,1.0,2,11,8,2018,22
43.2,54.6,81.1,18.0,1021.0,36.0,8.0,3,1.0,4,2,10,2018,9
36.1,29.4,91.5,12.0,1023.0,87.0,5.0,3,6.0,3,8,2,2019,16
39.4,59.7,69.8,21.0,1016.0,72.0,6.0,3,4.0,4,21,5,2019,15
35.4,25.7,75.1,20.0,1018.0,77.0,2.0,3,4.0,3,28,6,2019,10
45.1,6.2,84.4,17.0,1020.0,100.0,2.0,1,4.0,1,10,8,2019,2
42.1,1.5,73.3,21.0,1019.0,88.0,1.0,1,3.0,1,14,9,2019,23
43.3,167.5,85.0,21.0,1016.0,77.0,2.0,3,3.0,4,16,9,2019,18
44.7,36.7,85.7,19.0,1017.0,68.0,1.0,1,1.0,3,20,10,2018,23
38.7,6.1,84.7,21.0,1012.0,82.0,1.0,1,1.0,1,2,9,2018,20
39.8,55.1,75.6,12.0,1000.0,87.0,3.0,3,6.0,4,24,4,2019,17
35.7,31.9,99.9,13.0,1024.0,71.0,4.0,3,6.0,3,8,2,2019,12
37.9,34.2,88.8,21.0,1014.0,64.0,3.0,3,5.0,3,6,9,2018,16
39.5,5.5,70.5,17.0,1016.0,88.0,1.0,1,4.0,1,3,6,2019,22
39.0,83.7,73.3,17.0,1021.0,77.0,3.0,3,4.0,4,23,5,2019,10
36.3,4.3,62.1,13.0,1020.0,76.0,4.0,3,3.0,2,25,5,2019,6
37.5,22.8,77.4,12.0,998.0,76.0,6.0,3,3.0,3,24,4,2019,10
39.6,10.5,70.9,14.0,1012.0,100.0,4.0,1,3.0,3,23,6,2019,2
36.1,52.7,80.1,19.0,1018.0,68.0,7.0,3,3.0,4,16,6,2019,18
38.8,21.4,82.3,10.0,1014.0,100.0,4.0,3,3.0,3,30,1,2019,12
36.1,87.7,91.3,19.0,1014.0,87.0,6.0,3,3.0,3,15,5,2019,19
36.2,2.5,65.7,13.0,1015.0,93.0,1.0,1,2.0,2,18,4,2019,22
38.7,21.1,80.2,10.0,1021.0,87.0,3.0,1,5.0,3,20,1,2019,19
39.0,113.3,77.9,13.0,1022.0,82.0,3.0,3,1.0,5,10,9,2019,8
36.3,35.4,74.9,30.0,1021.0,28.0,5.0,3,1.0,3,30,5,2019,16
45.9,16.8,79.3,14.0,1008.0,93.0,10.0,1,1.0,3,24,11,2018,19
42.3,4.6,68.3,19.0,1023.0,72.0,3.0,1,1.0,1,12,9,2019,23
42.4,0.0,88.7,18.0,1014.0,100.0,0.0,1,1.0,1,22,8,2018,3
34.0,29.3,80.4,16.0,1028.0,67.0,3.0,3,1.0,3,27,4,2019,11
34.3,30.9,82.1,14.0,1014.0,87.0,3.0,3,1.0,3,19,4,2019,10
39.8,0.0,77.5,19.0,1020.0,60.0,1.0,1,1.0,1,31,5,2019,0
41.8,6.7,70.9,20.0,1018.0,64.0,2.0,1,1.0,2,3,9,2019,21
45.1,54.6,85.3,25.0,1022.0,57.0,3.0,3,1.0,5,24,9,2018,9
38.9,26.5,94.6,20.0,1017.0,56.0,2.0,3,1.0,3,25,10,2018,14
44.2,0.0,85.8,11.0,1022.0,100.0,5.0,1,4.0,1,9,2,2019,4
36.3,17.3,96.3,17.0,1019.0,93.0,4.0,1,4.0,2,20,7,2019,22
39.4,7.3,80.4,9.0,996.0,100.0,2.0,1,4.0,1,23,4,2019,1
47.3,12.0,82.6,17.0,1018.0,93.0,1.0,3,4.0,2,17,8,2019,8
36.6,24.5,73.8,21.0,1010.0,63.0,5.0,3,1.0,4,3,5,2019,19
36.5,7.0,91.5,9.0,1029.0,87.0,0.0,1,1.0,2,4,2,2019,20
39.7,7.8,88.7,21.0,1019.0,56.0,2.0,3,5.0,2,29,7,2018,10
40.9,0.0,87.0,19.0,1012.0,73.0,5.0,1,2.0,1,8,9,2018,4
37.3,0.0,74.5,11.0,1013.0,87.0,0.0,1,2.0,1,31,3,2019,2
41.3,2.4,82.6,10.0,1005.0,93.0,0.0,1,4.0,1,30,10,2018,22
43.6,20.0,62.2,9.0,1025.0,81.0,2.0,3,4.0,4,26,4,2019,7
45.5,1.9,84.0,14.0,1013.0,62.0,1.0,1,1.0,1,8,10,2018,23
46.1,0.0,79.4,9.0,1013.0,66.0,1.0,1,5.0,1,28,10,2018,22
47.0,3.9,84.0,8.0,1027.0,100.0,1.0,1,6.0,3,1,3,2019,7
43.9,0.0,89.3,16.0,1013.0,100.0,1.0,1,6.0,1,16,10,2018,5
36.8,3.9,61.5,17.0,1020.0,55.0,3.0,1,6.0,2,29,5,2019,1
44.6,9.2,71.6,26.0,1018.0,26.0,4.0,3,6.0,3,7,9,2019,13
34.3,33.0,78.6,23.0,1016.0,64.0,2.0,3,6.0,3,25,6,2019,14
42.4,21.6,86.1,14.0,1020.0,100.0,1.0,3,1.0,4,13,9,2018,7
43.5,6.9,77.1,7.0,1025.0,93.0,1.0,1,1.0,2,26,11,2018,22
42.1,0.0,74.8,13.0,1023.0,87.0,6.0,3,4.0,1,2,12,2018,8
37.8,24.0,83.3,22.0,1019.0,82.0,3.0,3,4.0,3,24,8,2019,12
49.2,143.4,63.5,12.0,1011.0,72.0,7.0,3,4.0,5,6,6,2019,8
40.4,27.2,83.2,11.0,1001.0,87.0,2.0,3,3.0,3,30,10,2018,12
39.2,46.4,70.2,17.0,1014.0,72.0,4.0,3,6.0,4,4,6,2019,18
32.1,20.5,91.5,17.0,1025.0,48.0,2.0,3,1.0,2,15,2,2019,14
40.0,28.3,90.1,12.0,1012.0,62.0,3.0,3,1.0,3,29,10,2018,10
37.3,67.3,85.4,19.0,1015.0,88.0,1.0,3,4.0,4,17,7,2019,10
46.4,2.1,82.2,17.0,1012.0,93.0,3.0,1,6.0,1,28,8,2018,1
37.5,46.6,77.5,15.0,1028.0,58.0,4.0,3,6.0,4,26,4,2019,17
38.0,22.0,81.5,11.0,995.0,76.0,9.0,3,1.0,3,1,2,2019,13
46.9,109.6,78.9,11.0,1020.0,93.0,1.0,1,1.0,5,25,1,2019,19
38.2,114.4,86.5,21.0,1017.0,77.0,4.0,3,4.0,4,5,5,2019,16
33.9,100.9,74.7,17.0,1016.0,59.0,6.0,3,4.0,4,19,5,2019,15
35.6,9.1,83.9,17.0,1017.0,93.0,4.0,3,4.0,2,14,4,2019,11
35.7,6.1,86.8,10.0,1029.0,81.0,1.0,1,1.0,2,12,2,2019,20
40.4,4.4,93.3,11.0,1020.0,81.0,4.0,1,1.0,2,18,2,2019,20
37.9,2.3,65.2,16.0,1019.0,93.0,1.0,1,4.0,1,3,6,2019,0
41.1,0.0,71.3,11.0,1022.0,100.0,2.0,2,4.0,1,28,4,2019,6
42.9,0.0,90.6,17.0,1014.0,100.0,0.0,1,4.0,1,22,8,2018,5
43.7,8.8,79.3,17.0,1017.0,82.0,2.0,1,4.0,2,19,8,2019,21
37.5,26.9,78.8,17.0,1022.0,77.0,1.0,3,4.0,3,14,8,2019,9
45.0,81.3,72.8,16.0,1012.0,100.0,8.0,3,4.0,5,18,6,2019,17
43.5,0.0,87.9,14.0,1018.0,100.0,2.0,1,4.0,1,17,10,2018,5
45.1,0.0,82.5,11.0,1019.0,100.0,3.0,1,4.0,1,9,11,2018,4
42.8,34.2,85.7,20.0,1019.0,68.0,6.0,3,5.0,3,28,9,2018,16
40.0,3.5,83.1,10.0,1022.0,81.0,4.0,1,5.0,2,20,1,2019,20
41.9,23.2,75.4,17.0,1016.0,93.0,1.0,1,4.0,3,19,9,2019,20
39.1,14.4,71.2,13.0,1024.0,82.0,2.0,3,3.0,2,30,11,2018,12
42.2,4.0,89.3,22.0,1023.0,69.0,3.0,3,1.0,1,23,9,2018,13
41.3,58.6,86.4,10.0,1006.0,93.0,2.0,1,4.0,5,29,10,2018,19
35.4,25.3,82.6,23.0,1017.0,77.0,7.0,3,4.0,3,29,6,2019,15
43.8,0.0,86.3,14.0,1015.0,100.0,1.0,3,4.0,1,8,8,2018,7
33.4,5.7,65.6,22.0,1017.0,72.0,6.0,3,6.0,2,27,5,2019,12
47.1,0.0,83.4,3.0,1021.0,93.0,4.0,1,1.0,1,20,2,2019,4
37.0,15.4,91.1,16.0,1020.0,100.0,1.0,3,3.0,2,24,8,2018,10
36.9,2.3,88.2,16.0,1015.0,100.0,0.0,1,3.0,1,20,9,2019,1
39.4,0.0,89.7,12.0,1017.0,93.0,0.0,1,3.0,1,17,2,2019,21
44.4,5.8,80.9,17.0,1010.0,77.0,4.0,1,4.0,1,21,9,2019,2
48.5,1.2,77.9,20.0,1014.0,68.0,3.0,1,1.0,2,1,9,2019,20
34.1,50.4,92.7,24.0,999.0,68.0,1.0,3,1.0,4,22,8,2018,10
37.7,12.9,67.5,12.0,1019.0,87.0,4.0,3,4.0,2,29,1,2019,11
33.6,5.3,68.5,14.0,1013.0,100.0,3.0,1,4.0,1,22,9,2019,6
41.9,46.3,86.6,22.0,1021.0,73.0,5.0,3,1.0,4,21,9,2018,16
42.1,28.6,81.2,14.0,1020.0,67.0,5.0,3,1.0,3,14,11,2018,10
38.6,32.6,77.8,24.0,1017.0,77.0,7.0,3,1.0,3,29,6,2019,16
47.8,10.4,66.8,10.0,1023.0,54.0,6.0,1,1.0,3,10,12,2018,23
36.1,59.9,87.6,25.0,1014.0,78.0,3.0,3,6.0,4,16,7,2019,15
38.1,36.8,89.1,19.0,1019.0,88.0,2.0,3,6.0,3,16,8,2019,9
42.6,0.0,89.2,15.0,1017.0,87.0,3.0,3,6.0,1,29,7,2018,6
41.3,1.3,82.6,16.0,1010.0,100.0,0.0,1,5.0,1,15,10,2018,21
45.3,4.8,64.2,19.0,1019.0,56.0,2.0,1,5.0,2,31,5,2019,2
32.7,39.3,94.1,11.0,1021.0,57.0,7.0,3,5.0,3,2,2,2019,16
35.0,18.0,89.0,25.0,1022.0,21.0,5.0,3,1.0,3,3,10,2018,11
46.3,95.1,68.5,22.0,1017.0,88.0,7.0,3,6.0,5,28,6,2019,19
37.0,3.0,95.2,9.0,1023.0,87.0,2.0,1,3.0,1,21,2,2019,0
33.5,15.5,75.8,16.0,1020.0,67.0,4.0,3,3.0,3,6,5,2019,13
41.4,110.4,67.4,14.0,1013.0,87.0,6.0,3,4.0,4,9,5,2019,9
40.9,58.0,83.2,21.0,1021.0,77.0,3.0,3,6.0,4,26,9,2019,16
49.0,4.4,66.4,8.0,1013.0,93.0,2.0,1,5.0,3,23,11,2018,7
35.9,113.8,88.4,24.0,1016.0,73.0,6.0,3,5.0,4,17,7,2019,16
39.4,27.0,89.5,21.0,1016.0,73.0,6.0,3,5.0,3,27,7,2018,16
40.7,30.9,88.5,18.0,1020.0,68.0,5.0,2,1.0,3,10,8,2018,19
39.0,36.1,73.3,25.0,1017.0,68.0,6.0,3,1.0,4,28,6,2019,15
40.7,104.4,89.9,10.0,1023.0,66.0,5.0,3,1.0,4,21,2,2019,10
38.4,5.4,99.1,16.0,1010.0,77.0,4.0,3,1.0,1,17,11,2018,9
34.3,14.9,78.7,21.0,1018.0,82.0,5.0,3,4.0,3,29,6,2019,12
